event_name,tweet_id,image_id,tweet_text,image,label,label_text,label_image,label_text_image,preprocessed_text,int_label,onehot_label,padded_sequence,multimodal_prediction
mexico_earthquake,913856267969540099,913856267969540099_0,"Lloydâ€™s braces for hurricane profit damage after Harvey, Irma and Maria https://t.co/IuZklzQvFn https://t.co/QiRwfFpkhW",data_image/mexico_earthquake/29_9_2017/913856267969540099_0.jpg,not_informative,not_informative,not_informative,Positive,lloyds braces hurricane profit damage harvey irma maria,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1838, 3, 1709, 28, 4, 2, 9]",informative
iraq_iran_earthquake,930000401776238592,930000401776238592_0,"Commanders of #IRGC, #Iran's Army visit #earthquake areas in Western Iran. https://t.co/6dOdulWQRf",data_image/iraq_iran_earthquake/13_11_2017/930000401776238592_0.jpg,not_informative,not_informative,not_informative,Positive,commanders irgc iran's army visit earthquake areas western iran,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 869, 587, 252, 8, 273, 1465, 20]",informative
hurricane_harvey,906649702673907712,906649702673907712_0,When we say 100% of your donation will go to relief effort--we mean it--100%! https://t.co/2r0YstMHPI #Harvey #Irma https://t.co/OnxEn4UHmZ,data_image/hurricane_harvey/9_9_2017/906649702673907712_0.png,informative,informative,informative,Positive,say % donation go relief effort--we mean - - % harvey irma,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 378, 96, 17, 359, 14046, 1291, 4, 2]",informative
srilanka_floods,869991489245388801,869991489245388801_0,God bless Mora she turns into a good person https://t.co/UumFWIWokd,data_image/srilanka_floods/31_5_2017/869991489245388801_0.jpg,not_informative,not_informative,not_informative,Positive,god bless mora turns good person,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 1505, 14, 1304, 102, 867]",informative
california_wildfires,920470417428451328,920470417428451328_0,Berthoud fire department sending crew to California to fight wildfires https://t.co/vziWQPvMuf via @reporterherald https://t.co/lRzizDCKin,data_image/california_wildfires/18_10_2017/920470417428451328_0.jpg,informative,informative,informative,Positive,berthoud fire department sending crew california fight wildfires via reporterherald,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 2838, 372, 394, 10, 910, 15, 31, 1]",informative
iraq_iran_earthquake,930401231331385344,930401231331385344_0,President Xi sends condolences over earthquake along Iran-Iraq earthquake https://t.co/alJ1zagxJQ #XiJinping https://t.co/v1L8yt29uF,data_image/iraq_iran_earthquake/14_11_2017/930401231331385344_0.jpg,informative,informative,informative,Positive,president xi sends condolences earthquake along iran-iraq earthquake xijinping,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 1, 798, 559, 8, 532, 20, 36, 8, 1]",informative
mexico_earthquake,910800296162422784,910800296162422784_0,"Mexico Earthquake Scares Californians, but Are They Prepared? https://t.co/Ic2HudejqK https://t.co/Zb5S9tKbfq",data_image/mexico_earthquake/21_9_2017/910800296162422784_0.jpg,informative,informative,informative,Positive,mexico earthquake scares californians prepared,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 1, 2241, 1602]",informative
hurricane_harvey,904765286930403328,904765286930403328_0,"Hurricane Harvey: How to get a FEMA job; how to apply, what jobs are available https://t.co/iMweGRMakJ https://t.co/Jki4nIzx1X",data_image/hurricane_harvey/4_9_2017/904765286930403328_0.jpg,informative,informative,informative,Positive,hurricane harvey get fema job apply jobs available,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 57, 170, 439, 2613, 2091, 1454]",informative
hurricane_harvey,910175402886299648,910175402886299648_0,9/19 - 8pm - Tornado Alley Student Center https://t.co/HYUCUDUROn,data_image/hurricane_harvey/19_9_2017/910175402886299648_0.jpg,not_informative,not_informative,not_informative,Positive,/ - pm - tornado alley student center,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 25, 6360, 588, 287]",not_informative
hurricane_maria,911741203179286529,911741203179286529_0,Hurricane #Maria is directly east of South Florida by 475 miles. Continues to move north. #tropics https://t.co/3HP1TGZfPG,data_image/hurricane_maria/23_9_2017/911741203179286529_0.jpg,informative,informative,informative,Positive,hurricane maria directly east south florida miles continues move north tropics,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 4084, 344, 146, 27, 708, 171, 544, 164, 2395]",informative
iraq_iran_earthquake,930502412619698176,930502412619698176_0,Top #Lebanese figures condole with #Iran on earthquake https://t.co/6sc2e78q1S #IranQuake https://t.co/Uo8E2two3J,data_image/iraq_iran_earthquake/14_11_2017/930502412619698176_0.jpg,not_informative,not_informative,not_informative,Positive,top lebanese figures condole iran earthquake iranquake,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 14834, 13127, 1, 20, 8, 7213]",not_informative
hurricane_maria,910809445692841985,910809445692841985_0,Puerto Ricans vow to rebuild after Hurricane Maria devastation https://t.co/VffHmfbd9r #USRC #USRC https://t.co/uCv1T3xL4n,data_image/hurricane_maria/21_9_2017/910809445692841985_0.jpg,informative,informative,informative,Positive,puerto ricans vow rebuild hurricane maria devastation usrc usrc,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1095, 8654, 246, 3, 9, 95, 454, 454]",informative
california_wildfires,917848209661112320,917848209661112320_0,Is California safe? Latest travel update as deadly wildfires devastate US state https://t.co/VfJqvRaYZo https://t.co/9dVxJkShjP,data_image/california_wildfires/10_10_2017/917848209661112320_0.jpg,informative,informative,informative,Positive,california safe latest travel update deadly wildfires devastate us state,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 206, 103, 326, 53, 94, 15, 3226, 29, 217]",informative
hurricane_maria,921732205906456576,921732205906456576_0,"@realDonaldTrump WHAT ABOUT PUERTO RICO? You get a 0, not a 10. @potus #FakePresident #presidentmoron #RESIST https://t.co/UFwph9VS11",data_image/hurricane_maria/21_10_2017/921732205906456576_0.jpg,not_informative,not_informative,not_informative,Positive,realdonaldtrump puerto rico get potus fakepresident presidentmoron resist,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 6, 7, 57, 492, 1, 1, 2166]",informative
california_wildfires,917829763812618240,917829763812618240_0,Our hearts are with all those affected by the devastating wildfires in our home state of California. https://t.co/bI69W9T18y,data_image/california_wildfires/10_10_2017/917829763812618240_0.jpg,not_informative,not_informative,not_informative,Positive,hearts affected devastating wildfires home state california,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1849, 55, 113, 15, 42, 217, 10]",not_informative
hurricane_harvey,908555731548332038,908555731548332038_0,What could you buy with $11 billion – the amount insurers will pay out to Harvey victims https://t.co/4rxcTLkjKG https://t.co/kDlDniU69j,data_image/hurricane_harvey/15_9_2017/908555731548332038_0.jpg,informative,informative,informative,Positive,could buy billion amount insurers pay harveyvictims,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 1240, 237, 1731, 1088, 595, 3223]",informative
hurricane_maria,922508033602793473,922508033602793473_0,DL HUGHLEY ON DONALD TRUMP'S UN-AMERICAN RESPONSE TOWARDS PUERTO RICO Story á½„9á¼¿E https://t.co/rfQSsKxPh7 https://t.co/SAB1tg60Xa,data_image/hurricane_maria/23_10_2017/922508033602793473_0.jpg,not_informative,not_informative,not_informative,Positive,dl hughley donald trump's un-american response towards puerto rico story e,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10694, 1, 488, 548, 1806, 629, 79, 1269, 6, 7, 175, 152]",informative
hurricane_maria,914159730158735360,914159730158735360_0,This photo though of a man riding his bicycle through a damaged road in San Juan following Hurricane Maria. https://t.co/n2WjtzYhzu,data_image/hurricane_maria/30_9_2017/914159730158735360_0.jpg,informative,informative,informative,Positive,photo though man riding bicycle damaged road san juan following hurricane maria,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 1238, 235, 4535, 1, 158, 295, 150, 243, 117, 3, 9]",informative
iraq_iran_earthquake,930190280384532480,930190280384532480_0,"Iraq: War Ends, Then Earthquake By Abiodun Giwa https://t.co/xZt1GzTj7L https://t.co/tQfrWG65N8",data_image/iraq_iran_earthquake/13_11_2017/930190280384532480_0.jpg,informative,informative,informative,Positive,iraq war ends earthquake abiodun giwa,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1469, 3214, 8, 1, 1]",informative
srilanka_floods,877962623257640961,877962623257640961_0,Bourbon Street this morning.á¼±9 á¼°0Cindy David Mora photo https://t.co/Jtd2wTBsAN,data_image/srilanka_floods/22_6_2017/877962623257640961_0.jpg,not_informative,not_informative,not_informative,Positive,bourbon street morning cindy david mora photo,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 788, 129, 3557, 1474, 14, 98]",informative
california_wildfires,918115021661421568,918115021661421568_0,What started California's wildfires? Theories range from arson to downed PG&amp;E power lines https://t.co/cJNa7xnf7a https://t.co/t9NUQXsUi9,data_image/california_wildfires/11_10_2017/918115021661421568_0.jpg,informative,informative,informative,Positive,started california's wildfires theories range arson downed pg amp e power lines,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1434, 292, 15, 14470, 9348, 10907, 11327, 1100, 13, 152, 52, 938]",informative
iraq_iran_earthquake,931198581368872960,931198581368872960_0,Huge earthquake could 'strike TODAY' says prophet who 'predicted Iran-Iraq killer quake' https://t.co/DeWjw8Twu7 https://t.co/iSTDk6rpAO,data_image/iraq_iran_earthquake/16_11_2017/931198581368872960_0.jpg,informative,informative,informative,Positive,huge earthquake could ' strike today ' says prophet ' predicted iran-iraq killer quake ',0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 592, 8, 49, 16, 1225, 40, 16, 159, 6413, 16, 1799, 20, 36, 1891, 253, 16]",informative
hurricane_irma,909395308890804229,909395308890804229_0,"@realDonaldTrump .Where's a million for Irma? WTF, sonny. Is your brain ALWAYS 2 weeks behind? https://t.co/aZgCUQXmNH",data_image/hurricane_irma/17_9_2017/909395308890804229_0.jpg,not_informative,not_informative,not_informative,Positive,realdonaldtrump where's million irma wtf sonny brain always weeks behind,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 5422, 180, 2, 5944, 1, 1, 966, 216, 239]",not_informative
hurricane_irma,909739383481360385,909739383481360385_0,RT @_AwesomeKid: @basedpaco Irma wasn't even suppose to hit SC hard and the same shit happened to us‚Ä¶ https://t.co/JOPZ7XHn7R,data_image/hurricane_irma/18_9_2017/909739383481360385_0.jpg,informative,informative,informative,Positive,rt _awesomekid basedpaco irma even suppose hit sc hard shit happened us,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 2, 282, 7425, 37, 960, 200, 884, 744, 29]",informative
srilanka_floods,879154540917993474,879154540917993474_0,"Congrats to Seana Mora, former Blue Darter 2016 grad, on being selected to the Puerto Rican national softball team https://t.co/7aRKw0lgus",data_image/srilanka_floods/26_6_2017/879154540917993474_0.jpg,not_informative,not_informative,not_informative,Positive,congrats seana mora former blue darter grad selected puerto rican national softball team,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7102, 1, 14, 696, 632, 1, 10750, 13253, 6, 1834, 196, 3992, 86]",not_informative
hurricane_maria,923347018818482176,923347018818482176_0,Politics: San Juan mayor gets in Twitter fight with tiny Montana firm awarded controversial… https://t.co/jhidP562d9 https://t.co/1V4qMNDCmN,data_image/hurricane_maria/26_10_2017/923347018818482176_0.jpg,not_informative,not_informative,not_informative,Positive,politics san juan mayor gets twitter fight tiny montana firm awarded controversial,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2470, 150, 243, 448, 343, 366, 910, 1290, 2157, 1817, 7871, 12174]",not_informative
hurricane_harvey,907351036393914368,907351036393914368_0,Free water testing kits available in Victoria to private well owners after #Harvey https://t.co/wDCPaM626Z https://t.co/2WwJnogoA5,data_image/hurricane_harvey/11_9_2017/907351036393914368_0.jpg,informative,informative,informative,Positive,free water testing kits available victoria private well owners harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 432, 58, 2495, 3480, 1454, 13954, 1175, 309, 2469, 4]",informative
hurricane_irma,910147618692567040,910147618692567040_0,I survive Irma t-shirts lol this is way the country doesn't take us seriously ·Ω 2 edgar928 ·ΩáB https://t.co/nbg1uo5d7b,data_image/hurricane_irma/19_9_2017/910147618692567040_0.jpg,not_informative,not_informative,not_informative,Positive,survive irma t-shirts lol way country take us seriously edgar b,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 697, 2, 877, 1149, 641, 137, 183, 223, 29, 2313, 1, 178]",informative
hurricane_maria,910610912582656000,910610912582656000_0,"5 PM Advisory for Hurricane Maria. Still packing a punch, but wind speeds have come down today. https://t.co/WoPvlGPWWo",data_image/hurricane_maria/20_9_2017/910610912582656000_0.jpg,informative,informative,informative,Positive,pm advisory hurricane maria still packing punch wind speeds come today,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 678, 3, 9, 33, 1270, 2674, 222, 1, 186, 40]",informative
hurricane_irma,910114264756703232,910114264756703232_0,·Ω≠1 is right! #Irma yard waste on streets can clog drains (causing flooding) &amp; block access for collection trucks. Mo‚Ä¶ https://t.co/ZoQNbDc48P,data_image/hurricane_irma/19_9_2017/910114264756703232_0.jpg,informative,informative,informative,Positive,right irma yard waste streets clog drains ( causing flooding ) amp block access collection trucks mo,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 2, 1031, 671, 1315, 1, 6320, 1659, 78, 13, 4990, 1213, 2637, 642, 13812]",informative
mexico_earthquake,911850260380741632,911850260380741632_0,I will make this Gaga's fan @x_uns famous. He used the #Mexico #earthquake against who don't like Lady oVER https://t.co/MZFxSZIdfk,data_image/mexico_earthquake/24_9_2017/911850260380741632_0.jpg,not_informative,not_informative,not_informative,Positive,make gaga's fan x_uns famous used mexico earthquake like lady,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 1, 3301, 459, 1, 2036, 927, 11, 8, 45, 705]",not_informative
hurricane_harvey,908782701452320768,908782701452320768_0,"You can hurt me and try to break me, but I'll always rise and I'll tear you the fuck up like a tornado. https://t.co/aoLAMay9Px",data_image/hurricane_harvey/15_9_2017/908782701452320768_0.jpg,not_informative,not_informative,not_informative,Positive,hurt try break i'll always rise i'll tear fuck like tornado,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 661, 1254, 1160, 966, 917, 1160, 1, 885, 45, 25]",not_informative
hurricane_harvey,904284442881122304,904284442881122304_0,@HarveyPetito HARVEY?ὢD What happend to your account???? https://t.co/SdyiNw91qP,data_image/hurricane_harvey/3_9_2017/904284442881122304_0.jpg,not_informative,not_informative,not_informative,Positive,harveypetito harvey happend account,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3435]",informative
hurricane_harvey,904410103050366976,904410103050366976_0,RT @kimbpix: View from bridge into orange from bridge city lots of neighborhoods still flooded out #SETXNews #Harvey https://t.co/QR5Zzo0C0y,data_image/hurricane_harvey/3_9_2017/904410103050366976_0.jpg,informative,informative,informative,Positive,rt kimbpix view bridge orange bridge city lots neighborhoods still flooded setxnews harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 392, 3404, 1426, 3404, 34, 982, 768, 33, 412, 3366, 4]",informative
iraq_iran_earthquake,930008792410001408,930008792410001408_0,Iran-Iraq earthquake: Deadly tremor hits border region - BBC News - https://t.co/XZRdpYwC2a playback is unsupport... https://t.co/x4fU5zJB1l,data_image/iraq_iran_earthquake/13_11_2017/930008792410001408_0.jpg,informative,informative,informative,Positive,iran-iraq earthquake deadly tremor hits border region - bbc news - playback unsupport,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 36, 8, 94, 1, 122, 212, 615, 3270, 24, 1, 1]",not_informative
hurricane_maria,911688647774261249,911688647774261249_0,#providersafety #tourplanning Providers headed to the East Coast this week. Latest #HurricaneMaria forecast models https://t.co/KjGxfppZcK,data_image/hurricane_maria/23_9_2017/911688647774261249_0.jpg,informative,informative,informative,Positive,providersafety tourplanning providers headed east coast week latest hurricanemaria forecast models,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4589, 747, 344, 99, 93, 103, 18, 297, 591]",informative
hurricane_maria,921500380663570432,921500380663570432_0,Alphabet balloon project to provide limited internet in Puerto Rico https://t.co/PgRXAU4OiW,data_image/hurricane_maria/20_10_2017/921500380663570432_0.png,not_informative,not_informative,not_informative,Positive,alphabet balloon project provide limited internet puerto rico,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12245, 721, 423, 2182, 1204, 6, 7]",not_informative
hurricane_irma,909437276115099648,909437276115099648_0,People are boundless in their ability to recover from anything! #irma #hope #ThinkBigSundaywithMarsha https://t.co/VNEjuqFN3j,data_image/hurricane_irma/17_9_2017/909437276115099648_0.jpg,informative,informative,informative,Positive,people boundless ability recover anything irma hope thinkbigsundaywithmarsha,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 8209, 598, 824, 2, 232, 1]",informative
hurricane_irma,909745953099350017,909745953099350017_0,#UnitedNations #Irma damage assessment of #Anguilla https://t.co/cpY16GljmR https://t.co/OtQKZjP0Xy,data_image/hurricane_irma/18_9_2017/909745953099350017_0.jpg,informative,informative,informative,Positive,unitednations irma damage assessment anguilla,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7407, 2, 28, 1250, 1573]",informative
hurricane_irma,910248402000195584,910248402000195584_0,New cartoon: #Irma devastates #Florida citrus. #Sayfie #FlaPol https://t.co/XmTSwOSXvH,data_image/hurricane_irma/19_9_2017/910248402000195584_0.jpg,informative,informative,informative,Positive,new cartoon irma devastates florida citrus sayfie flapol,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6124, 2, 1884, 27, 5418, 1, 1822]",informative
hurricane_harvey,904303557582753793,904303557582753793_0,Making a Tropical Storm Harvey Donation? Go With Cash https://t.co/nsQCHadaJ6 #news #business https://t.co/qYImKsBYrM,data_image/hurricane_harvey/3_9_2017/904303557582753793_0.jpg,informative,informative,informative,Positive,making tropical storm harvey donation go cash news business,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 486, 73, 22, 4, 378, 96, 2095, 24, 82]",informative
mexico_earthquake,910654273729462273,910654273729462273_0,Mexico Earthquake A Prelude To Rapture https://t.co/43LcQMvTmo ... https://t.co/wntKefoXk2,data_image/mexico_earthquake/20_9_2017/910654273729462273_0.jpg,not_informative,not_informative,not_informative,Positive,mexico earthquake prelude rapture,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 1, 1]",not_informative
hurricane_harvey,906344553204121601,906344553204121601_0,@RodManComedy I found this CVS receipt while cleaning up after Hurricane Harvey. https://t.co/6q750VE359,data_image/hurricane_harvey/9_9_2017/906344553204121601_0.jpg,informative,informative,informative,Positive,rodmancomedy found cvs receipt cleaning hurricane harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 349, 1, 1, 858, 3, 4]",informative
hurricane_maria,923207812569853952,923207812569853952_0,"RT @nn_2510: Thanks for coming to Puerto Rico, I Love You Baby!!! @katyperry á½ Dá½ Dá½ Dá½ Dá½¡8á½¡8á½¡8á½¡8á½¡8á½‰5á½‰5á½‰5á½‰Eá½‰Eá½‰8á½‰8á½‰8 http://t.co/idbksblR9N",data_image/hurricane_maria/25_10_2017/923207812569853952_0.jpg,not_informative,not_informative,not_informative,Positive,rt nn_ thanks coming puerto rico love baby katyperry dee,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 172, 248, 6, 7, 128, 773, 1, 1]",not_informative
hurricane_harvey,904212018303041536,904212018303041536_0,"RT @YusefforPeace: Even with the #Harvey photo ops, Trumps presidency is still a https://t.co/JbIKY3k8GZ",data_image/hurricane_harvey/3_9_2017/904212018303041536_0.jpg,not_informative,not_informative,not_informative,Positive,rt yusefforpeace even harvey photo ops trumps presidency still,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 282, 4, 98, 2706, 976, 7625, 33]",not_informative
california_wildfires,920810401041858561,920810401041858561_0,Goff starts GoFundMe page for Northern California wildfires - ESPN Video #RamsNation https://t.co/IIfTauAb1I https://t.co/zrct2fP3tB,data_image/california_wildfires/19_10_2017/920810401041858561_0.jpg,not_informative,not_informative,not_informative,Positive,goff starts gofundme page northern california wildfires - espn video ramsnation,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2549, 1605, 873, 114, 10, 15, 4455, 76, 1]",not_informative
california_wildfires,918273289197416448,918273289197416448_0,How You Can Help With the #California Fire Relief Efforts https://t.co/Yxc2ybxQph https://t.co/gSRBHfX8Bs,data_image/california_wildfires/12_10_2017/918273289197416448_0.jpg,not_informative,not_informative,not_informative,Positive,help california fire relief efforts,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 23, 17, 59]",not_informative
iraq_iran_earthquake,931366109583958016,931366109583958016_0,People from Sarab-Zahab village building their own shelter after the destructive earthquake in Western Iran. https://t.co/2iEfgpjWvT,data_image/iraq_iran_earthquake/17_11_2017/931366109583958016_0.jpg,informative,informative,informative,Positive,people sarab-zahab village building shelter destructive earthquake western iran,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 1368, 1665, 525, 390, 851, 8, 1465, 20]",informative
hurricane_maria,910555364051046400,910555364051046400_0,RT @thehill: Airlines agree to cap fares and add seats ahead of Hurricane Maria https://t.co/I12VBCemyV https://t.co/uFAB8QF30d,data_image/hurricane_maria/20_9_2017/910555364051046400_0.jpg,informative,informative,informative,Positive,rt thehill airlines agree cap fares add seats ahead hurricane maria,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 599, 3261, 14122, 9799, 1, 3401, 1, 419, 3, 9]",informative
hurricane_irma,909809693677191168,909809693677191168_0,VOLUNTEERS NEEDED IN NASSAU COUNTY FOR HURRICANE IRMA RECOVERY EFFORTS: https://t.co/yPPPPHSRny,data_image/hurricane_irma/18_9_2017/909809693677191168_0.jpg,informative,informative,informative,Positive,volunteers needed nassau county hurricane irma recovery efforts,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 391, 4444, 145, 3, 2, 61, 59]",informative
hurricane_maria,927514874456035329,927514874456035329_0,Puerto Rico-a grateful people. á¼ŸAá¼Ÿ8UnitedWeRecoverá¼Ÿ5á¼Ÿ7 https://t.co/VD8Q6LpXhZ,data_image/hurricane_maria/6_11_2017/927514874456035329_0.jpg,not_informative,not_informative,not_informative,Positive,puerto rico-a grateful people aunitedwerecover,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 1045, 1159, 32, 1]",informative
hurricane_harvey,908370312785362946,908370312785362946_0,Claudia Harvey of Dig It Apparel to be Featured on CUTV News Radio https://t.co/X4dQun4uK9 https://t.co/5g03A0pLQo,data_image/hurricane_harvey/14_9_2017/908370312785362946_0.jpg,not_informative,not_informative,not_informative,Positive,claudia harvey dig apparel featured cutv news radio,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14824, 4, 1677, 3691, 6833, 1, 24, 1285]",not_informative
hurricane_harvey,907288932714459136,907288932714459136_0,U.S. manufacturing and spending could take a short-term hit from Harvey https://t.co/TlZxUjzhMO https://t.co/nVHTBYQQDK,data_image/hurricane_harvey/11_9_2017/907288932714459136_0.jpg,informative,informative,informative,Positive,u manufacturing spending could take short-term hit harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 6324, 2873, 49, 223, 3373, 2121, 37, 4]",informative
hurricane_harvey,904845858289668100,904845858289668100_0,RT @CTAM: TV industry raises millions to help Harvey victims https://t.co/rGvmpGvhvy https://t.co/QhGQZv34tO,data_image/hurricane_harvey/4_9_2017/904845858289668100_0.jpg,informative,informative,informative,Positive,rt ctam tv industry raises millions help harvey victims,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 793, 368, 1194, 1214, 12, 4, 19]",informative
california_wildfires,918077527226118144,918077527226118144_0,"Anaheim Hills, it was a big fire, California Fire Department did great job. https://t.co/y6dLn9O3rt",data_image/california_wildfires/11_10_2017/918077527226118144_0.jpg,informative,informative,informative,Positive,anaheim hills big fire california fire department great job,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4519, 3465, 108, 23, 10, 23, 2838, 162, 439]",informative
