event_name,tweet_id,image_id,tweet_text,image,label,label_text,label_image,label_text_image,preprocessed_text,int_label,onehot_label,padded_sequence,text_transformer_prep-changed_prediction
hurricane_harvey,901805288717787136,901805288717787136_0,RT @mattdanielwx: Little perspective on the flooding in Texas. #txwx #Harvey #flood2017 #Flood https://t.co/oUWeysQOCF,data_image/hurricane_harvey/27_8_2017/901805288717787136_0.jpg,informative,informative,informative,Positive,little perspective flooding texas txwx harvey flood flood,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 2014, 77, 29, 2611, 4, 49, 49]",informative
hurricane_irma,909796529971580930,909796529971580930_0,RT for folks looking to volunteer today with post- Hurricane Irma recovery efforts. https://t.co/4fqp2GT8u7,data_image/hurricane_irma/18_9_2017/909796529971580930_0.jpg,informative,informative,informative,Positive,rt folks looking volunteer today post - hurricane irma recovery efforts,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 758, 319, 482, 39, 40, 3, 2, 60, 58]",informative
california_wildfires,920790376876621825,920790376876621825_0,Woman Fled California Fire On Her Bikeâ€”with Her 70-pound Dog On Her Back https://t.co/y28EyP0KTR https://t.co/1aN2SPyyES,data_image/california_wildfires/18_10_2017/920790376876621825_0.jpg,informative,informative,informative,Positive,woman fled california fire bikewith - pound dog back,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 305, 3904, 9, 22, 1, 3992, 202, 38]",not_informative
hurricane_irma,910140776952336384,910140776952336384_0,Back to work post-Irma in my Studio Physics class. https://t.co/DYHbUylJko,data_image/hurricane_irma/19_9_2017/910140776952336384_0.jpg,informative,informative,informative,Positive,back work post-irma studio physics class,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 70, 40, 2, 4189, 1, 741]",not_informative
hurricane_harvey,905796606796197888,905796606796197888_0,Gwinnett students collecting diapers for Harvey flood victims: https://t.co/WoG6JfjtHH https://t.co/yBFeJZbnMk,data_image/hurricane_harvey/7_9_2017/905796606796197888_0.jpg,informative,informative,informative,Positive,gwinnett students collecting diapers harvey flood victims,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9479, 157, 616, 7140, 4, 49, 18]",informative
hurricane_maria,913798788095102976,913798788095102976_0,Hurricane Maria â€“ The Aftermath â€“ St CroixÂ USVI https://t.co/uUajdMNHNn https://t.co/3KTBgUD73f,data_image/hurricane_maria/29_9_2017/913798788095102976_0.jpg,informative,informative,informative,Positive,hurricane maria aftermath st croix usvi,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 79, 59, 462, 416]",informative
hurricane_harvey,906630690677989376,906630690677989376_0,"My mom went to Rockport to help clean up &amp; I'm just wondering why she made her IG story caption ""Harvey u slut"" https://t.co/LuM0NdD10p",data_image/hurricane_harvey/9_9_2017/906630690677989376_0.jpg,informative,informative,informative,Positive,"mom went rockport help clean amp i'm wondering made ig story caption "" harvey u slut """,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1057, 1015, 357, 11, 266, 12, 186, 2545, 269, 9363, 174, 6593, 4, 87, 1]",not_informative
hurricane_harvey,908411231333208065,908411231333208065_0,The struggle is real. Harvey recovery for many Houstonians has just begun. Please remember and be patient. https://t.co/d9tslm75fT,data_image/hurricane_harvey/14_9_2017/908411231333208065_0.jpg,informative,informative,informative,Positive,struggle real harvey recovery many houstonians begun please remember patient,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1333, 274, 4, 60, 133, 6568, 2734, 61, 1196, 6117]",informative
california_wildfires,921176414446960640,921176414446960640_0,"Horses, Sheep &amp; Turkeys Evacuated From Fire; How To Help After California Fires https://t.co/NwTg9QFHOK https://t.co/SdJdx1jGja",data_image/california_wildfires/20_10_2017/921176414446960640_0.jpg,informative,informative,informative,Positive,horses sheep amp turkeys evacuated fire help california fires,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9419, 1, 12, 1, 1003, 22, 11, 9, 292]",informative
hurricane_harvey,908481823302410242,908481823302410242_0,Silver Matt Harvey is pretty good #PS4share https://t.co/RoCNqTjl4U,data_image/hurricane_harvey/15_9_2017/908481823302410242_0.jpg,not_informative,not_informative,not_informative,Positive,silver matt harvey pretty good psshare,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6302, 1161, 4, 566, 101, 1]",not_informative
srilanka_floods,874562512745897985,874562512745897985_0,"Francis Luis Mora (American artist, 1874-1940). ........ Flowers of the Field 1913 https://t.co/2wzbQhr8mw",data_image/srilanka_floods/13_6_2017/874562512745897985_0.jpg,not_informative,not_informative,not_informative,Positive,francis luis mora ( american artist - ) flowers field,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2087, 4320, 13, 626, 2497, 7848, 1172]",not_informative
hurricane_maria,911729580729356289,911729580729356289_0,"18z GEFS quite a bit further west, looks to be pretty weak and in the Parking/Albemarle sound. #HurricaneMaria https://t.co/eswhNloCFS",data_image/hurricane_maria/23_9_2017/911729580729356289_0.jpg,not_informative,not_informative,not_informative,Positive,z gefs quite bit west looks pretty weak parking / albemarle sound hurricanemaria,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 4995, 2011, 1422, 320, 201, 566, 3934, 3048, 1, 3397, 17]",informative
hurricane_maria,915972884694155264,915972884694155264_0,RT @DungeonsDonald: Dramatic picture of me making a Saving Throw in Puerto Rico. https://t.co/x1oEKYB39m,data_image/hurricane_maria/5_10_2017/915972884694155264_0.jpg,not_informative,not_informative,not_informative,Positive,dramatic picture making saving throw puerto rico,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1419, 731, 485, 479, 10529, 5, 6]",not_informative
mexico_earthquake,913856267969540099,913856267969540099_0,"Lloydâ€™s braces for hurricane profit damage after Harvey, Irma and Maria https://t.co/IuZklzQvFn https://t.co/QiRwfFpkhW",data_image/mexico_earthquake/29_9_2017/913856267969540099_0.jpg,not_informative,not_informative,not_informative,Positive,lloyds braces hurricane profit damage harvey irma maria,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1810, 3, 1685, 27, 4, 2, 8]",informative
iraq_iran_earthquake,930000401776238592,930000401776238592_0,"Commanders of #IRGC, #Iran's Army visit #earthquake areas in Western Iran. https://t.co/6dOdulWQRf",data_image/iraq_iran_earthquake/13_11_2017/930000401776238592_0.jpg,not_informative,not_informative,not_informative,Positive,commanders irgc iran's army visit earthquake areas western iran,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 863, 586, 251, 7, 272, 1457, 19]",informative
hurricane_harvey,906649702673907712,906649702673907712_0,When we say 100% of your donation will go to relief effort--we mean it--100%! https://t.co/2r0YstMHPI #Harvey #Irma https://t.co/OnxEn4UHmZ,data_image/hurricane_harvey/9_9_2017/906649702673907712_0.png,informative,informative,informative,Positive,say % donation go relief effort--we mean - - % harvey irma,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 378, 94, 16, 358, 13209, 1285, 4, 2]",informative
srilanka_floods,869991489245388801,869991489245388801_0,God bless Mora she turns into a good person https://t.co/UumFWIWokd,data_image/srilanka_floods/31_5_2017/869991489245388801_0.jpg,not_informative,not_informative,not_informative,Positive,god bless mora turns good person,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 1494, 13, 1297, 101, 861]",not_informative
california_wildfires,920470417428451328,920470417428451328_0,Berthoud fire department sending crew to California to fight wildfires https://t.co/vziWQPvMuf via @reporterherald https://t.co/lRzizDCKin,data_image/california_wildfires/18_10_2017/920470417428451328_0.jpg,informative,informative,informative,Positive,berthoud fire department sending crew california fight wildfires via reporterherald,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 2780, 372, 393, 9, 904, 14, 30, 1]",not_informative
iraq_iran_earthquake,930401231331385344,930401231331385344_0,President Xi sends condolences over earthquake along Iran-Iraq earthquake https://t.co/alJ1zagxJQ #XiJinping https://t.co/v1L8yt29uF,data_image/iraq_iran_earthquake/14_11_2017/930401231331385344_0.jpg,informative,informative,informative,Positive,president xi sends condolences earthquake along iran-iraq earthquake xijinping,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 1, 790, 558, 7, 532, 19, 35, 7, 1]",informative
mexico_earthquake,910800296162422784,910800296162422784_0,"Mexico Earthquake Scares Californians, but Are They Prepared? https://t.co/Ic2HudejqK https://t.co/Zb5S9tKbfq",data_image/mexico_earthquake/21_9_2017/910800296162422784_0.jpg,informative,informative,informative,Positive,mexico earthquake scares californians prepared,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 1, 2201, 1586]",informative
hurricane_harvey,904765286930403328,904765286930403328_0,"Hurricane Harvey: How to get a FEMA job; how to apply, what jobs are available https://t.co/iMweGRMakJ https://t.co/Jki4nIzx1X",data_image/hurricane_harvey/4_9_2017/904765286930403328_0.jpg,informative,informative,informative,Positive,hurricane harvey get fema job apply jobs available,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 56, 175, 438, 2562, 2055, 1446]",informative
hurricane_harvey,910175402886299648,910175402886299648_0,9/19 - 8pm - Tornado Alley Student Center https://t.co/HYUCUDUROn,data_image/hurricane_harvey/19_9_2017/910175402886299648_0.jpg,not_informative,not_informative,not_informative,Positive,/ - pm - tornado alley student center,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 23, 6130, 587, 284]",informative
hurricane_maria,911741203179286529,911741203179286529_0,Hurricane #Maria is directly east of South Florida by 475 miles. Continues to move north. #tropics https://t.co/3HP1TGZfPG,data_image/hurricane_maria/23_9_2017/911741203179286529_0.jpg,informative,informative,informative,Positive,hurricane maria directly east south florida miles continues move north tropics,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 3972, 343, 145, 26, 703, 170, 544, 163, 2351]",informative
iraq_iran_earthquake,930502412619698176,930502412619698176_0,Top #Lebanese figures condole with #Iran on earthquake https://t.co/6sc2e78q1S #IranQuake https://t.co/Uo8E2two3J,data_image/iraq_iran_earthquake/14_11_2017/930502412619698176_0.jpg,not_informative,not_informative,not_informative,Positive,top lebanese figures condole iran earthquake iranquake,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 13935, 12353, 1, 19, 7, 6941]",not_informative
hurricane_maria,910809445692841985,910809445692841985_0,Puerto Ricans vow to rebuild after Hurricane Maria devastation https://t.co/VffHmfbd9r #USRC #USRC https://t.co/uCv1T3xL4n,data_image/hurricane_maria/21_9_2017/910809445692841985_0.jpg,informative,informative,informative,Positive,puerto ricans vow rebuild hurricane maria devastation usrc usrc,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1085, 8254, 245, 3, 8, 93, 452, 452]",informative
california_wildfires,917848209661112320,917848209661112320_0,Is California safe? Latest travel update as deadly wildfires devastate US state https://t.co/VfJqvRaYZo https://t.co/9dVxJkShjP,data_image/california_wildfires/10_10_2017/917848209661112320_0.jpg,informative,informative,informative,Positive,california safe latest travel update deadly wildfires devastate us state,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 206, 102, 324, 52, 92, 14, 3147, 28, 216]",informative
hurricane_maria,921732205906456576,921732205906456576_0,"@realDonaldTrump WHAT ABOUT PUERTO RICO? You get a 0, not a 10. @potus #FakePresident #presidentmoron #RESIST https://t.co/UFwph9VS11",data_image/hurricane_maria/21_10_2017/921732205906456576_0.jpg,not_informative,not_informative,not_informative,Positive,realdonaldtrump puerto rico get potus fakepresident presidentmoron resist,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 5, 6, 56, 492, 1, 1, 2126]",not_informative
california_wildfires,917829763812618240,917829763812618240_0,Our hearts are with all those affected by the devastating wildfires in our home state of California. https://t.co/bI69W9T18y,data_image/california_wildfires/10_10_2017/917829763812618240_0.jpg,not_informative,not_informative,not_informative,Positive,hearts affected devastating wildfires home state california,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1821, 54, 112, 14, 41, 216, 9]",informative
hurricane_harvey,908555731548332038,908555731548332038_0,What could you buy with $11 billion – the amount insurers will pay out to Harvey victims https://t.co/4rxcTLkjKG https://t.co/kDlDniU69j,data_image/hurricane_harvey/15_9_2017/908555731548332038_0.jpg,informative,informative,informative,Positive,could buy billion amount insurers pay harveyvictims,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 1231, 236, 1705, 1077, 594, 3143]",informative
hurricane_maria,922508033602793473,922508033602793473_0,DL HUGHLEY ON DONALD TRUMP'S UN-AMERICAN RESPONSE TOWARDS PUERTO RICO Story á½„9á¼¿E https://t.co/rfQSsKxPh7 https://t.co/SAB1tg60Xa,data_image/hurricane_maria/23_10_2017/922508033602793473_0.jpg,not_informative,not_informative,not_informative,Positive,dl hughley donald trump's un-american response towards puerto rico story e,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10129, 1, 487, 548, 1778, 626, 78, 1262, 5, 6, 174, 152]",not_informative
hurricane_maria,914159730158735360,914159730158735360_0,This photo though of a man riding his bicycle through a damaged road in San Juan following Hurricane Maria. https://t.co/n2WjtzYhzu,data_image/hurricane_maria/30_9_2017/914159730158735360_0.jpg,informative,informative,informative,Positive,photo though man riding bicycle damaged road san juan following hurricane maria,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 1229, 234, 4410, 1, 158, 293, 149, 242, 116, 3, 8]",informative
iraq_iran_earthquake,930190280384532480,930190280384532480_0,"Iraq: War Ends, Then Earthquake By Abiodun Giwa https://t.co/xZt1GzTj7L https://t.co/tQfrWG65N8",data_image/iraq_iran_earthquake/13_11_2017/930190280384532480_0.jpg,informative,informative,informative,Positive,iraq war ends earthquake abiodun giwa,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1461, 3134, 7, 1, 1]",not_informative
srilanka_floods,877962623257640961,877962623257640961_0,Bourbon Street this morning.á¼±9 á¼°0Cindy David Mora photo https://t.co/Jtd2wTBsAN,data_image/srilanka_floods/22_6_2017/877962623257640961_0.jpg,not_informative,not_informative,not_informative,Positive,bourbon street morning cindy david mora photo,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 782, 128, 3475, 1466, 13, 96]",not_informative
california_wildfires,918115021661421568,918115021661421568_0,What started California's wildfires? Theories range from arson to downed PG&amp;E power lines https://t.co/cJNa7xnf7a https://t.co/t9NUQXsUi9,data_image/california_wildfires/11_10_2017/918115021661421568_0.jpg,informative,informative,informative,Positive,started california's wildfires theories range arson downed pg amp e power lines,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1426, 288, 14, 13607, 8902, 10322, 10714, 1091, 12, 152, 51, 933]",informative
iraq_iran_earthquake,931198581368872960,931198581368872960_0,Huge earthquake could 'strike TODAY' says prophet who 'predicted Iran-Iraq killer quake' https://t.co/DeWjw8Twu7 https://t.co/iSTDk6rpAO,data_image/iraq_iran_earthquake/16_11_2017/931198581368872960_0.jpg,informative,informative,informative,Positive,huge earthquake could ' strike today ' says prophet ' predicted iran-iraq killer quake ',0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 591, 7, 48, 15, 1213, 39, 15, 159, 6181, 15, 1771, 19, 35, 1860, 252, 15]",informative
hurricane_irma,909395308890804229,909395308890804229_0,"@realDonaldTrump .Where's a million for Irma? WTF, sonny. Is your brain ALWAYS 2 weeks behind? https://t.co/aZgCUQXmNH",data_image/hurricane_irma/17_9_2017/909395308890804229_0.jpg,not_informative,not_informative,not_informative,Positive,realdonaldtrump where's million irma wtf sonny brain always weeks behind,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 5216, 180, 2, 5727, 1, 1, 957, 215, 238]",not_informative
hurricane_irma,909739383481360385,909739383481360385_0,RT @_AwesomeKid: @basedpaco Irma wasn't even suppose to hit SC hard and the same shit happened to us‚Ä¶ https://t.co/JOPZ7XHn7R,data_image/hurricane_irma/18_9_2017/909739383481360385_0.jpg,informative,informative,informative,Positive,basedpaco irma even suppose hit sc hard shit happened us,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 279, 7137, 36, 951, 200, 879, 739, 28]",not_informative
srilanka_floods,879154540917993474,879154540917993474_0,"Congrats to Seana Mora, former Blue Darter 2016 grad, on being selected to the Puerto Rican national softball team https://t.co/7aRKw0lgus",data_image/srilanka_floods/26_6_2017/879154540917993474_0.jpg,not_informative,not_informative,not_informative,Positive,congrats seana mora former blue darter grad selected puerto rican national softball team,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6833, 1, 13, 692, 628, 1, 10181, 12471, 5, 1806, 196, 3884, 84]",not_informative
hurricane_maria,923347018818482176,923347018818482176_0,Politics: San Juan mayor gets in Twitter fight with tiny Montana firm awarded controversial… https://t.co/jhidP562d9 https://t.co/1V4qMNDCmN,data_image/hurricane_maria/26_10_2017/923347018818482176_0.jpg,not_informative,not_informative,not_informative,Positive,politics san juan mayor gets twitter fight tiny montana firm awarded controversial,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2425, 149, 242, 446, 342, 365, 904, 1284, 2117, 1788, 7550, 11482]",not_informative
hurricane_harvey,907351036393914368,907351036393914368_0,Free water testing kits available in Victoria to private well owners after #Harvey https://t.co/wDCPaM626Z https://t.co/2WwJnogoA5,data_image/hurricane_harvey/11_9_2017/907351036393914368_0.jpg,informative,informative,informative,Positive,free water testing kits available victoria private well owners harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 431, 57, 2450, 3402, 1446, 13126, 1163, 308, 2424, 4]",informative
hurricane_irma,910147618692567040,910147618692567040_0,I survive Irma t-shirts lol this is way the country doesn't take us seriously ·Ω 2 edgar928 ·ΩáB https://t.co/nbg1uo5d7b,data_image/hurricane_irma/19_9_2017/910147618692567040_0.jpg,not_informative,not_informative,not_informative,Positive,survive irma t-shirts lol way country take us seriously edgar b,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 693, 2, 871, 1137, 636, 136, 183, 223, 28, 2273, 1, 178]",not_informative
hurricane_maria,910610912582656000,910610912582656000_0,"5 PM Advisory for Hurricane Maria. Still packing a punch, but wind speeds have come down today. https://t.co/WoPvlGPWWo",data_image/hurricane_maria/20_9_2017/910610912582656000_0.jpg,informative,informative,informative,Positive,pm advisory hurricane maria still packing punch wind speeds come today,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 674, 3, 8, 32, 1263, 2624, 222, 1, 185, 39]",informative
hurricane_irma,910114264756703232,910114264756703232_0,·Ω≠1 is right! #Irma yard waste on streets can clog drains (causing flooding) &amp; block access for collection trucks. Mo‚Ä¶ https://t.co/ZoQNbDc48P,data_image/hurricane_irma/19_9_2017/910114264756703232_0.jpg,informative,informative,informative,Positive,right irma yard waste streets clog drains ( causing flooding ) amp block access collection trucks mo,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 2, 1019, 667, 1308, 1, 6090, 1641, 77, 12, 4821, 1201, 2586, 637, 12994]",informative
mexico_earthquake,911850260380741632,911850260380741632_0,I will make this Gaga's fan @x_uns famous. He used the #Mexico #earthquake against who don't like Lady oVER https://t.co/MZFxSZIdfk,data_image/mexico_earthquake/24_9_2017/911850260380741632_0.jpg,not_informative,not_informative,not_informative,Positive,make gaga's fan x_uns famous used mexico earthquake like lady,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 1, 3226, 457, 1, 2001, 922, 10, 7, 44, 700]",not_informative
hurricane_harvey,908782701452320768,908782701452320768_0,"You can hurt me and try to break me, but I'll always rise and I'll tear you the fuck up like a tornado. https://t.co/aoLAMay9Px",data_image/hurricane_harvey/15_9_2017/908782701452320768_0.jpg,not_informative,not_informative,not_informative,Positive,hurt try break i'll always rise i'll tear fuck like tornado,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 656, 1246, 1148, 957, 911, 1148, 1, 880, 44, 23]",not_informative
hurricane_harvey,904284442881122304,904284442881122304_0,@HarveyPetito HARVEY?ὢD What happend to your account???? https://t.co/SdyiNw91qP,data_image/hurricane_harvey/3_9_2017/904284442881122304_0.jpg,not_informative,not_informative,not_informative,Positive,harveypetito harvey happend account,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3360]",not_informative
hurricane_harvey,904410103050366976,904410103050366976_0,RT @kimbpix: View from bridge into orange from bridge city lots of neighborhoods still flooded out #SETXNews #Harvey https://t.co/QR5Zzo0C0y,data_image/hurricane_harvey/3_9_2017/904410103050366976_0.jpg,informative,informative,informative,Positive,view bridge orange bridge city lots neighborhoods still flooded setxnews harvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 391, 3329, 1418, 3329, 33, 972, 763, 32, 411, 3292, 4]",informative
iraq_iran_earthquake,930008792410001408,930008792410001408_0,Iran-Iraq earthquake: Deadly tremor hits border region - BBC News - https://t.co/XZRdpYwC2a playback is unsupport... https://t.co/x4fU5zJB1l,data_image/iraq_iran_earthquake/13_11_2017/930008792410001408_0.jpg,informative,informative,informative,Positive,iran-iraq earthquake deadly tremor hits border region - bbc news - playback unsupport,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 35, 7, 92, 1, 121, 212, 612, 3195, 24, 1, 1]",informative
hurricane_maria,911688647774261249,911688647774261249_0,#providersafety #tourplanning Providers headed to the East Coast this week. Latest #HurricaneMaria forecast models https://t.co/KjGxfppZcK,data_image/hurricane_maria/23_9_2017/911688647774261249_0.jpg,informative,informative,informative,Positive,providersafety tourplanning providers headed east coast week latest hurricanemaria forecast models,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4459, 742, 343, 97, 91, 102, 17, 295, 590]",informative
hurricane_maria,921500380663570432,921500380663570432_0,Alphabet balloon project to provide limited internet in Puerto Rico https://t.co/PgRXAU4OiW,data_image/hurricane_maria/20_10_2017/921500380663570432_0.png,not_informative,not_informative,not_informative,Positive,alphabet balloon project provide limited internet puerto rico,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11543, 716, 422, 2143, 1192, 5, 6]",not_informative
hurricane_irma,909437276115099648,909437276115099648_0,People are boundless in their ability to recover from anything! #irma #hope #ThinkBigSundaywithMarsha https://t.co/VNEjuqFN3j,data_image/hurricane_irma/17_9_2017/909437276115099648_0.jpg,informative,informative,informative,Positive,people boundless ability recover anything irma hope thinkbigsundaywithmarsha,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 7856, 597, 815, 2, 231, 1]",not_informative
hurricane_irma,909745953099350017,909745953099350017_0,#UnitedNations #Irma damage assessment of #Anguilla https://t.co/cpY16GljmR https://t.co/OtQKZjP0Xy,data_image/hurricane_irma/18_9_2017/909745953099350017_0.jpg,informative,informative,informative,Positive,unitednations irma damage assessment anguilla,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7120, 2, 27, 1242, 1559]",informative
hurricane_irma,910248402000195584,910248402000195584_0,New cartoon: #Irma devastates #Florida citrus. #Sayfie #FlaPol https://t.co/XmTSwOSXvH,data_image/hurricane_irma/19_9_2017/910248402000195584_0.jpg,informative,informative,informative,Positive,new cartoon irma devastates florida citrus sayfie flapol,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5903, 2, 1854, 26, 5212, 1, 1793]",informative
hurricane_harvey,904303557582753793,904303557582753793_0,Making a Tropical Storm Harvey Donation? Go With Cash https://t.co/nsQCHadaJ6 #news #business https://t.co/qYImKsBYrM,data_image/hurricane_harvey/3_9_2017/904303557582753793_0.jpg,informative,informative,informative,Positive,making tropical storm harvey donation go cash news business,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 485, 72, 21, 4, 378, 94, 2059, 24, 100]",informative
mexico_earthquake,910654273729462273,910654273729462273_0,Mexico Earthquake A Prelude To Rapture https://t.co/43LcQMvTmo ... https://t.co/wntKefoXk2,data_image/mexico_earthquake/20_9_2017/910654273729462273_0.jpg,not_informative,not_informative,not_informative,Positive,mexico earthquake prelude rapture,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 1, 1]",not_informative
